zip_code,veh_type_1,num_persons_injured,num_persons_killed,num_pedestrians_injured,num_pedestrians_killed,num_cyclist_injured,num_cyclist_killed,num_motorist_injured,num_motorist_killed
10471,TAXI,2.0,0.0,0,0,0,0,2,0
10472,BUS,1.0,0.0,0,0,0,0,1,0
10472,COMM_TRUCK,2.0,0.0,0,0,0,0,2,0
10472,CYCLES,2.0,0.0,0,0,0,0,2,0
10472,EMERGENCY,5.0,0.0,0,0,0,0,5,0
10472,OTHER,38.0,1.0,26,0,2,1,10,0
10472,PASSENGER_VEHICLE,375.0,2.0,105,1,22,0,248,1
10472,PASS_TRUCK,23.0,0.0,5,0,2,0,16,0
10472,SUBURBAN,93.0,0.0,28,0,17,0,48,0
10472,TAXI,41.0,1.0,17,1,2,0,22,0
10473,BUS,10.0,0.0,3,0,1,0,6,0
10473,COMM_TRUCK,1.0,0.0,1,0,0,0,0,0
10473,CYCLES,6.0,0.0,0,0,0,0,6,0
10473,EMERGENCY,0.0,0.0,0,0,0,0,0,0
10473,OTHER,25.0,0.0,17,0,2,0,6,0
10473,PASSENGER_VEHICLE,274.0,2.0,62,2,14,0,198,0
10473,PASS_TRUCK,8.0,0.0,4,0,1,0,3,0
10473,SUBURBAN,127.0,1.0,27,1,4,0,96,0
10473,TAXI,24.0,0.0,2,0,3,0,19,0
10474,BUS,0.0,0.0,0,0,0,0,0,0
10474,COMM_TRUCK,20.0,1.0,5,0,4,0,11,1
10474,CYCLES,3.0,0.0,1,0,0,0,2,0
10474,EMERGENCY,1.0,0.0,0,0,0,0,1,0
10474,OTHER,22.0,0.0,9,0,1,0,12,0
10474,PASSENGER_VEHICLE,96.0,1.0,15,0,4,0,77,1
10474,PASS_TRUCK,10.0,1.0,3,1,3,0,4,0
10474,SUBURBAN,36.0,0.0,10,0,4,0,22,0
10474,TAXI,2.0,0.0,1,0,0,0,1,0
10475,BUS,16.0,0.0,4,0,1,0,11,0
10475,COMM_TRUCK,0.0,0.0,0,0,0,0,0,0
10475,CYCLES,2.0,0.0,0,0,0,0,2,0
10475,EMERGENCY,0.0,0.0,0,0,0,0,0,0
10475,OTHER,35.0,0.0,15,0,0,0,20,0
10475,PASSENGER_VEHICLE,184.0,0.0,23,0,4,0,157,0
10475,PASS_TRUCK,5.0,0.0,1,0,0,0,4,0
10475,SUBURBAN,88.0,0.0,21,0,1,0,66,0
10475,TAXI,2.0,0.0,0,0,0,0,2,0
10803,PASSENGER_VEHICLE,1.0,0.0,0,0,0,0,1,0
10803,SUBURBAN,0.0,0.0,0,0,0,0,0,0
11001,BUS,1.0,0.0,1,0,0,0,0,0
11001,OTHER,0.0,0.0,0,0,0,0,0,0
11001,PASSENGER_VEHICLE,25.0,0.0,0,0,2,0,23,0
11001,PASS_TRUCK,1.0,0.0,0,0,0,0,1,0
11001,SUBURBAN,15.0,0.0,1,0,0,0,14,0
11004,BUS,3.0,0.0,0,0,0,0,3,0
11004,COMM_TRUCK,0.0,0.0,0,0,0,0,0,0
11004,CYCLES,2.0,0.0,0,0,1,0,1,0
11004,OTHER,15.0,1.0,3,1,2,0,10,0
11004,PASSENGER_VEHICLE,178.0,0.0,21,0,0,0,157,0
11004,PASS_TRUCK,4.0,1.0,2,1,0,0,2,0
11004,SUBURBAN,48.0,0.0,8,0,0,0,40,0
11004,TAXI,0.0,0.0,0,0,0,0,0,0
11005,OTHER,0.0,0.0,0,0,0,0,0,0
11005,PASSENGER_VEHICLE,1.0,0.0,0,0,0,0,1,0
11005,SUBURBAN,0.0,0.0,0,0,0,0,0,0
11040,BUS,0.0,0.0,0,0,0,0,0,0
11040,OTHER,6.0,0.0,4,0,0,0,2,0
11040,PASSENGER_VEHICLE,21.0,0.0,1,0,0,0,20,0
11040,PASS_TRUCK,0.0,0.0,0,0,0,0,0,0
11040,SUBURBAN,5.0,1.0,0,1,0,0,5,0
11101,BUS,12.0,0.0,6,0,0,0,6,0
11101,COMM_TRUCK,38.0,1.0,4,0,4,1,30,0
11101,CYCLES,31.0,0.0,5,0,2,0,24,0
11101,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11101,OTHER,65.0,2.0,33,2,6,0,26,0
11101,PASSENGER_VEHICLE,623.0,1.0,88,1,41,0,494,0
11101,PASS_TRUCK,47.0,1.0,7,1,7,0,33,0
11101,SUBURBAN,273.0,3.0,48,1,38,0,187,2
11101,TAXI,123.0,0.0,11,0,15,0,97,0
11102,BUS,5.0,0.0,0,0,1,0,4,0
11102,COMM_TRUCK,2.0,0.0,0,0,1,0,1,0
11102,CYCLES,1.0,0.0,1,0,0,0,0,0
11102,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11102,OTHER,19.0,0.0,11,0,2,0,6,0
11102,PASSENGER_VEHICLE,137.0,0.0,40,0,25,0,72,0
11102,PASS_TRUCK,5.0,0.0,1,0,1,0,3,0
11102,SUBURBAN,62.0,0.0,20,0,5,0,37,0
11102,TAXI,12.0,0.0,5,0,1,0,6,0
11103,BUS,3.0,0.0,2,0,0,0,1,0
11103,COMM_TRUCK,3.0,0.0,2,0,0,0,1,0
11103,CYCLES,14.0,0.0,1,0,3,0,10,0
11103,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11103,OTHER,15.0,0.0,10,0,4,0,1,0
11103,PASSENGER_VEHICLE,210.0,0.0,72,0,42,0,96,0
11103,PASS_TRUCK,10.0,0.0,5,0,1,0,4,0
11103,SUBURBAN,97.0,1.0,30,1,24,0,43,0
11103,TAXI,25.0,0.0,9,0,2,0,14,0
11104,BUS,0.0,0.0,0,0,0,0,0,0
11104,COMM_TRUCK,12.0,0.0,3,0,1,0,8,0
11104,CYCLES,6.0,2.0,0,1,1,0,5,1
11104,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11104,OTHER,28.0,1.0,11,0,4,1,13,0
11104,PASSENGER_VEHICLE,159.0,0.0,58,0,27,0,74,0
11104,PASS_TRUCK,9.0,0.0,2,0,4,0,3,0
11104,SUBURBAN,73.0,0.0,23,0,5,0,45,0
11104,TAXI,21.0,0.0,5,0,5,0,11,0
11105,BUS,3.0,0.0,1,0,1,0,1,0
11105,COMM_TRUCK,3.0,0.0,1,0,1,0,1,0
11105,CYCLES,16.0,2.0,1,0,0,0,15,2
11105,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11105,OTHER,10.0,0.0,9,0,1,0,0,0
11105,PASSENGER_VEHICLE,103.0,4.0,33,0,8,0,62,4
11105,PASS_TRUCK,8.0,0.0,3,0,1,0,4,0
11105,SUBURBAN,73.0,0.0,16,0,11,0,46,0
11105,TAXI,22.0,0.0,4,0,2,0,16,0
11106,BUS,5.0,0.0,1,0,1,0,3,0
11106,COMM_TRUCK,11.0,0.0,5,0,1,0,5,0
11106,CYCLES,10.0,1.0,0,0,3,0,7,1
11106,EMERGENCY,1.0,0.0,1,0,0,0,0,0
11106,OTHER,34.0,0.0,22,0,5,0,7,0
11106,PASSENGER_VEHICLE,240.0,1.0,69,0,29,0,142,1
11106,PASS_TRUCK,21.0,1.0,6,1,2,0,13,0
11106,SUBURBAN,155.0,0.0,49,0,13,0,93,0
11106,TAXI,50.0,0.0,6,0,7,0,37,0
11109,COMM_TRUCK,0.0,0.0,0,0,0,0,0,0
11109,CYCLES,0.0,0.0,0,0,0,0,0,0
11109,OTHER,1.0,0.0,1,0,0,0,0,0
11109,PASSENGER_VEHICLE,0.0,0.0,0,0,0,0,0,0
11109,PASS_TRUCK,0.0,0.0,0,0,0,0,0,0
11109,SUBURBAN,0.0,0.0,0,0,0,0,0,0
11109,TAXI,1.0,0.0,0,0,0,0,1,0
11201,BUS,29.0,1.0,16,1,2,0,11,0
11201,COMM_TRUCK,29.0,0.0,11,0,2,0,16,0
11201,CYCLES,15.0,0.0,1,0,6,0,8,0
11201,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11201,OTHER,71.0,1.0,41,0,7,0,23,1
11201,PASSENGER_VEHICLE,481.0,0.0,127,0,73,0,281,0
11201,PASS_TRUCK,21.0,1.0,6,1,4,0,11,0
11201,SUBURBAN,204.0,1.0,63,0,17,1,124,0
11201,TAXI,59.0,0.0,21,0,5,0,33,0
11203,BUS,31.0,0.0,1,0,1,0,29,0
11203,COMM_TRUCK,3.0,0.0,1,0,0,0,2,0
11203,CYCLES,17.0,0.0,3,0,4,0,10,0
11203,EMERGENCY,11.0,0.0,0,0,1,0,10,0
11203,OTHER,138.0,1.0,71,1,9,0,58,0
11203,PASSENGER_VEHICLE,1161.0,4.0,177,0,68,0,916,4
11203,PASS_TRUCK,50.0,1.0,8,1,6,0,36,0
11203,SUBURBAN,598.0,3.0,102,1,13,0,483,2
11203,TAXI,7.0,0.0,1,0,0,0,6,0
11204,BUS,7.0,0.0,2,0,0,0,5,0
11204,COMM_TRUCK,10.0,1.0,1,0,0,0,9,1
11204,CYCLES,5.0,0.0,0,0,2,0,3,0
11204,EMERGENCY,1.0,0.0,1,0,0,0,0,0
11204,OTHER,42.0,0.0,22,0,5,0,15,0
11204,PASSENGER_VEHICLE,453.0,0.0,124,0,50,0,279,0
11204,PASS_TRUCK,31.0,0.0,12,0,4,0,15,0
11204,SUBURBAN,262.0,3.0,85,3,23,0,154,0
11204,TAXI,18.0,0.0,4,0,2,0,12,0
11205,BUS,12.0,0.0,0,0,1,0,11,0
11205,COMM_TRUCK,26.0,0.0,8,0,6,0,12,0
11205,CYCLES,12.0,0.0,0,0,3,0,9,0
11205,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11205,OTHER,34.0,0.0,15,0,13,0,6,0
11205,PASSENGER_VEHICLE,279.0,2.0,69,0,72,1,138,1
11205,PASS_TRUCK,44.0,0.0,10,0,7,0,27,0
11205,SUBURBAN,159.0,1.0,44,1,33,0,82,0
11205,TAXI,33.0,0.0,7,0,7,0,19,0
11206,BUS,14.0,0.0,2,0,4,0,8,0
11206,COMM_TRUCK,25.0,1.0,2,1,5,0,18,0
11206,CONV,0.0,0.0,0,0,0,0,0,0
11206,CYCLES,25.0,0.0,0,0,13,0,12,0
11206,EMERGENCY,10.0,0.0,1,0,0,0,9,0
11206,OTHER,120.0,1.0,44,0,27,1,49,0
11206,PASSENGER_VEHICLE,595.0,2.0,138,0,116,0,341,2
11206,PASS_TRUCK,53.0,0.0,21,0,8,0,24,0
11206,SUBURBAN,311.0,5.0,92,5,36,0,183,0
11206,TAXI,50.0,0.0,12,0,7,0,31,0
11207,BUS,68.0,0.0,6,0,4,0,58,0
11207,COMM_TRUCK,28.0,2.0,2,2,2,0,24,0
11207,CYCLES,25.0,1.0,6,0,3,0,16,1
11207,EMERGENCY,15.0,0.0,0,0,0,0,15,0
11207,OTHER,239.0,1.0,67,1,22,0,150,0
11207,PASSENGER_VEHICLE,1869.0,2.0,227,2,83,0,1559,0
11207,PASS_TRUCK,77.0,0.0,12,0,5,0,60,0
11207,SUBURBAN,408.0,2.0,74,1,23,0,311,1
11207,TAXI,62.0,0.0,10,0,2,0,50,0
11208,BUS,22.0,0.0,3,0,1,0,18,0
11208,COMM_TRUCK,14.0,0.0,6,0,0,0,8,0
11208,CYCLES,22.0,2.0,1,0,6,0,15,2
11208,EMERGENCY,2.0,0.0,0,0,0,0,2,0
11208,OTHER,102.0,2.0,52,1,5,0,45,1
11208,PASSENGER_VEHICLE,1005.0,1.0,168,0,46,0,791,1
11208,PASS_TRUCK,56.0,0.0,15,0,1,0,40,0
11208,SUBURBAN,221.0,2.0,40,1,16,0,165,1
11208,TAXI,25.0,0.0,1,0,1,0,23,0
11209,BUS,7.0,0.0,3,0,2,0,2,0
11209,COMM_TRUCK,4.0,0.0,1,0,0,0,3,0
11209,CYCLES,6.0,0.0,2,0,0,0,4,0
11209,EMERGENCY,1.0,0.0,1,0,0,0,0,0
11209,OTHER,25.0,0.0,18,0,4,0,3,0
11209,PASSENGER_VEHICLE,271.0,3.0,74,1,28,0,169,2
11209,PASS_TRUCK,15.0,0.0,6,0,0,0,9,0
11209,SUBURBAN,133.0,0.0,52,0,15,0,66,0
11209,TAXI,23.0,0.0,11,0,1,0,11,0
11210,BUS,19.0,1.0,7,1,0,0,12,0
11210,COMM_TRUCK,9.0,0.0,5,0,0,0,4,0
11210,CYCLES,9.0,0.0,2,0,1,0,6,0
11210,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11210,OTHER,35.0,1.0,24,1,3,0,8,0
11210,PASSENGER_VEHICLE,644.0,1.0,131,1,37,0,476,0
11210,PASS_TRUCK,51.0,0.0,10,0,2,0,39,0
11210,SUBURBAN,316.0,0.0,63,0,27,0,226,0
11210,TAXI,8.0,0.0,3,0,0,0,5,0
11211,BUS,12.0,0.0,4,0,3,0,5,0
11211,COMM_TRUCK,53.0,0.0,7,0,10,0,36,0
11211,CYCLES,27.0,0.0,3,0,8,0,16,0
11211,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11211,OTHER,77.0,0.0,40,0,24,0,13,0
11211,PASSENGER_VEHICLE,460.0,3.0,110,2,99,0,251,1
11211,PASS_TRUCK,55.0,0.0,19,0,9,0,27,0
11211,SUBURBAN,236.0,1.0,66,0,47,1,123,0
11211,TAXI,85.0,2.0,21,1,14,0,50,1
11212,BUS,26.0,0.0,4,0,0,0,22,0
11212,COMM_TRUCK,3.0,0.0,0,0,0,0,3,0
11212,CYCLES,11.0,0.0,3,0,0,0,8,0
11212,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11212,OTHER,82.0,1.0,51,1,5,0,26,0
11212,PASSENGER_VEHICLE,1003.0,2.0,221,1,52,0,730,1
11212,PASS_TRUCK,27.0,0.0,10,0,1,0,16,0
11212,SUBURBAN,357.0,3.0,83,3,16,0,258,0
11212,TAXI,11.0,0.0,3,0,2,0,6,0
11213,BUS,14.0,0.0,4,0,1,0,9,0
11213,COMM_TRUCK,9.0,1.0,1,1,1,0,7,0
11213,CYCLES,13.0,0.0,1,0,1,0,11,0
11213,EMERGENCY,7.0,0.0,1,0,1,0,5,0
11213,OTHER,70.0,0.0,41,0,7,0,22,0
11213,PASSENGER_VEHICLE,917.0,2.0,203,0,63,0,649,2
11213,PASS_TRUCK,55.0,0.0,17,0,2,0,36,0
11213,SUBURBAN,302.0,0.0,72,0,15,0,215,0
11213,TAXI,46.0,0.0,6,0,5,0,35,0
11214,BUS,20.0,0.0,4,0,0,0,16,0
11214,COMM_TRUCK,9.0,0.0,5,0,1,0,3,0
11214,CYCLES,6.0,0.0,0,0,1,0,5,0
11214,EMERGENCY,3.0,0.0,0,0,0,0,3,0
11214,OTHER,49.0,0.0,25,0,9,0,15,0
11214,PASSENGER_VEHICLE,415.0,3.0,132,2,42,0,241,1
11214,PASS_TRUCK,15.0,0.0,9,0,2,0,4,0
11214,SUBURBAN,199.0,1.0,65,0,16,1,118,0
11214,TAXI,5.0,0.0,4,0,0,0,1,0
11215,BUS,12.0,0.0,3,0,3,0,6,0
11215,COMM_TRUCK,19.0,0.0,5,0,2,0,12,0
11215,CYCLES,15.0,0.0,0,0,6,0,9,0
11215,EMERGENCY,3.0,0.0,2,0,0,0,1,0
11215,OTHER,48.0,0.0,25,0,14,0,9,0
11215,PASSENGER_VEHICLE,391.0,1.0,72,1,86,0,233,0
11215,PASS_TRUCK,41.0,0.0,25,0,4,0,12,0
11215,SUBURBAN,91.0,0.0,32,0,17,0,42,0
11215,TAXI,19.0,0.0,3,0,4,0,12,0
11216,BUS,13.0,1.0,4,1,1,0,8,0
11216,COMM_TRUCK,16.0,0.0,4,0,0,0,12,0
11216,CYCLES,14.0,0.0,2,0,7,0,5,0
11216,EMERGENCY,1.0,1.0,0,0,0,0,1,1
11216,OTHER,76.0,0.0,36,0,14,0,26,0
11216,PASSENGER_VEHICLE,577.0,2.0,131,2,63,0,383,0
11216,PASS_TRUCK,45.0,0.0,6,0,6,0,33,0
11216,SUBURBAN,222.0,2.0,57,1,34,0,131,1
11216,TAXI,67.0,0.0,12,0,7,0,48,0
11217,BUS,12.0,0.0,3,0,2,0,7,0
11217,COMM_TRUCK,12.0,3.0,4,3,2,0,6,0
11217,CYCLES,15.0,0.0,0,0,8,0,7,0
11217,EMERGENCY,2.0,0.0,1,0,1,0,0,0
11217,OTHER,50.0,0.0,18,0,17,0,15,0
11217,PASSENGER_VEHICLE,397.0,0.0,93,0,61,0,243,0
11217,PASS_TRUCK,38.0,0.0,12,0,4,0,22,0
11217,SUBURBAN,162.0,0.0,39,0,27,0,96,0
11217,TAXI,27.0,0.0,13,0,7,0,7,0
11218,BUS,18.0,0.0,2,0,1,0,15,0
11218,COMM_TRUCK,5.0,0.0,2,0,0,0,3,0
11218,CYCLES,16.0,0.0,1,0,3,0,12,0
11218,EMERGENCY,1.0,0.0,1,0,0,0,0,0
11218,OTHER,39.0,0.0,21,0,7,0,11,0
11218,PASSENGER_VEHICLE,410.0,1.0,100,1,50,0,260,0
11218,PASS_TRUCK,34.0,0.0,16,0,4,0,14,0
11218,SUBURBAN,261.0,2.0,79,1,26,0,156,1
11218,TAXI,26.0,0.0,4,0,2,0,20,0
11219,BUS,23.0,0.0,6,0,2,0,15,0
11219,COMM_TRUCK,16.0,0.0,7,0,1,0,8,0
11219,CYCLES,7.0,0.0,0,0,2,0,5,0
11219,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11219,OTHER,40.0,0.0,22,0,9,0,9,0
11219,PASSENGER_VEHICLE,401.0,1.0,112,0,45,1,244,0
11219,PASS_TRUCK,30.0,0.0,15,0,3,0,12,0
11219,SUBURBAN,241.0,2.0,99,1,40,0,102,1
11219,TAXI,13.0,0.0,5,0,0,0,8,0
11220,BUS,15.0,0.0,2,0,1,0,12,0
11220,COMM_TRUCK,26.0,0.0,4,0,1,0,21,0
11220,CYCLES,15.0,0.0,2,0,1,0,12,0
11220,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11220,OTHER,45.0,1.0,28,1,6,0,11,0
11220,PASSENGER_VEHICLE,664.0,1.0,175,1,66,0,423,0
11220,PASS_TRUCK,52.0,0.0,18,0,5,0,29,0
11220,SUBURBAN,214.0,4.0,87,3,18,0,109,1
11220,TAXI,37.0,0.0,9,0,4,0,24,0
11221,BUS,29.0,0.0,4,0,1,0,24,0
11221,COMM_TRUCK,9.0,0.0,1,0,0,0,8,0
11221,CYCLES,11.0,0.0,2,0,4,0,5,0
11221,EMERGENCY,6.0,0.0,1,0,0,0,5,0
11221,OTHER,193.0,0.0,60,0,21,0,112,0
11221,PASSENGER_VEHICLE,646.0,0.0,115,0,61,0,470,0
11221,PASS_TRUCK,44.0,0.0,17,0,3,0,24,0
11221,SUBURBAN,213.0,0.0,42,0,18,0,153,0
11221,TAXI,56.0,0.0,6,0,8,0,42,0
11222,BUS,10.0,0.0,2,0,0,0,8,0
11222,COMM_TRUCK,11.0,0.0,3,0,3,0,5,0
11222,CYCLES,16.0,1.0,0,0,3,0,13,1
11222,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11222,OTHER,45.0,0.0,13,0,8,0,24,0
11222,PASSENGER_VEHICLE,159.0,2.0,28,1,38,0,93,1
11222,PASS_TRUCK,48.0,0.0,12,0,8,0,28,0
11222,SUBURBAN,75.0,0.0,15,0,18,0,42,0
11222,TAXI,22.0,0.0,5,0,3,0,14,0
11223,BUS,12.0,1.0,2,1,1,0,9,0
11223,COMM_TRUCK,4.0,0.0,0,0,0,0,4,0
11223,CYCLES,12.0,1.0,0,0,2,0,10,1
11223,EMERGENCY,4.0,0.0,1,0,0,0,3,0
11223,OTHER,63.0,0.0,36,0,9,0,18,0
11223,PASSENGER_VEHICLE,498.0,3.0,111,0,41,0,346,3
11223,PASS_TRUCK,35.0,0.0,10,0,4,0,21,0
11223,SUBURBAN,260.0,3.0,76,2,23,1,161,0
11223,TAXI,7.0,0.0,4,0,2,0,1,0
11224,BUS,16.0,0.0,5,0,1,0,10,0
11224,COMM_TRUCK,1.0,0.0,0,0,0,0,1,0
11224,CYCLES,11.0,0.0,2,0,1,0,8,0
11224,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11224,OTHER,36.0,0.0,18,0,4,0,14,0
11224,PASSENGER_VEHICLE,223.0,1.0,84,0,16,0,123,1
11224,PASS_TRUCK,25.0,0.0,4,0,2,0,19,0
11224,SUBURBAN,105.0,2.0,37,0,10,0,58,2
11224,TAXI,17.0,0.0,4,0,3,0,10,0
11225,BUS,13.0,0.0,1,0,0,0,12,0
11225,COMM_TRUCK,10.0,0.0,4,0,0,0,6,0
11225,CYCLES,6.0,0.0,2,0,0,0,4,0
11225,EMERGENCY,4.0,0.0,0,0,0,0,4,0
11225,OTHER,24.0,0.0,15,0,6,0,3,0
11225,PASSENGER_VEHICLE,670.0,4.0,172,3,68,1,427,0
11225,PASS_TRUCK,10.0,0.0,2,0,1,0,7,0
11225,SUBURBAN,76.0,0.0,18,0,6,0,52,0
11225,TAXI,16.0,0.0,4,0,2,0,10,0
11226,BUS,35.0,0.0,8,0,1,0,26,0
11226,COMM_TRUCK,14.0,0.0,4,0,0,0,10,0
11226,CYCLES,13.0,0.0,3,0,0,0,10,0
11226,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11226,OTHER,112.0,1.0,68,1,13,0,31,0
11226,PASSENGER_VEHICLE,852.0,0.0,218,0,74,0,560,0
11226,PASS_TRUCK,46.0,0.0,17,0,2,0,27,0
11226,SUBURBAN,468.0,2.0,122,2,47,0,299,0
11226,TAXI,16.0,0.0,6,0,5,0,5,0
11228,BUS,0.0,0.0,0,0,0,0,0,0
11228,COMM_TRUCK,12.0,0.0,1,0,0,0,11,0
11228,CYCLES,4.0,1.0,0,0,1,0,3,1
11228,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11228,OTHER,18.0,0.0,5,0,0,0,13,0
11228,PASSENGER_VEHICLE,311.0,1.0,44,0,18,0,249,1
11228,PASS_TRUCK,15.0,1.0,4,1,0,0,11,0
11228,SUBURBAN,129.0,2.0,15,2,5,0,109,0
11228,TAXI,10.0,0.0,2,0,0,0,8,0
11229,BUS,11.0,0.0,6,0,1,0,4,0
11229,COMM_TRUCK,9.0,0.0,1,0,2,0,6,0
11229,CYCLES,7.0,0.0,0,0,2,0,5,0
11229,EMERGENCY,3.0,0.0,0,0,1,0,2,0
11229,OTHER,60.0,1.0,46,1,8,0,6,0
11229,PASSENGER_VEHICLE,493.0,1.0,154,0,35,0,304,1
11229,PASS_TRUCK,40.0,0.0,14,0,2,0,24,0
11229,SUBURBAN,287.0,3.0,114,3,18,0,155,0
11229,TAXI,6.0,0.0,1,0,0,0,5,0
11230,BUS,17.0,1.0,6,1,1,0,10,0
11230,COMM_TRUCK,9.0,0.0,3,0,0,0,6,0
11230,CYCLES,4.0,0.0,0,0,3,0,1,0
11230,EMERGENCY,4.0,0.0,0,0,0,0,4,0
11230,OTHER,48.0,0.0,35,0,5,0,8,0
11230,PASSENGER_VEHICLE,560.0,3.0,140,1,50,0,370,2
11230,PASS_TRUCK,49.0,0.0,11,0,5,0,33,0
11230,SUBURBAN,331.0,3.0,89,3,35,0,207,0
11230,TAXI,19.0,0.0,3,0,3,0,13,0
11231,BUS,16.0,0.0,4,0,1,0,11,0
11231,COMM_TRUCK,6.0,0.0,2,0,0,0,4,0
11231,CYCLES,3.0,0.0,0,0,0,0,3,0
11231,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11231,OTHER,28.0,0.0,14,0,4,0,10,0
11231,PASSENGER_VEHICLE,131.0,1.0,36,1,17,0,78,0
11231,PASS_TRUCK,14.0,0.0,3,0,2,0,9,0
11231,SUBURBAN,41.0,0.0,9,0,7,0,25,0
11231,TAXI,15.0,0.0,3,0,2,0,10,0
11232,BUS,2.0,0.0,0,0,0,0,2,0
11232,COMM_TRUCK,26.0,0.0,5,0,1,0,20,0
11232,CYCLES,7.0,0.0,1,0,0,0,6,0
11232,EMERGENCY,1.0,0.0,0,0,0,0,1,0
11232,OTHER,36.0,0.0,19,0,9,0,8,0
11232,PASSENGER_VEHICLE,349.0,0.0,71,0,64,0,214,0
11232,PASS_TRUCK,17.0,0.0,3,0,0,0,14,0
11232,SUBURBAN,68.0,0.0,17,0,4,0,47,0
11232,TAXI,7.0,0.0,2,0,0,0,5,0
11233,BUS,19.0,0.0,0,0,0,0,19,0
11233,COMM_TRUCK,13.0,0.0,2,0,1,0,10,0
11233,CYCLES,15.0,1.0,1,0,2,0,12,1
11233,EMERGENCY,12.0,0.0,0,0,0,0,12,0
11233,OTHER,110.0,0.0,47,0,11,0,52,0
11233,PASSENGER_VEHICLE,901.0,2.0,169,0,53,0,679,2
11233,PASS_TRUCK,41.0,0.0,6,0,2,0,33,0
11233,SUBURBAN,299.0,0.0,65,0,13,0,221,0
11233,TAXI,18.0,0.0,2,0,0,0,16,0
11234,BUS,19.0,0.0,5,0,2,0,12,0
11234,COMM_TRUCK,8.0,0.0,1,0,0,0,7,0
11234,CYCLES,13.0,1.0,0,0,0,0,13,1
11234,EMERGENCY,5.0,0.0,1,0,0,0,4,0
11234,OTHER,54.0,0.0,25,0,6,0,23,0
11234,PASSENGER_VEHICLE,706.0,4.0,109,1,30,0,567,3
11234,PASS_TRUCK,28.0,0.0,6,0,2,0,20,0
11234,SUBURBAN,338.0,3.0,69,2,14,0,255,1
11234,TAXI,7.0,0.0,2,0,0,0,5,0
11235,BUS,17.0,0.0,5,0,0,0,12,0
11235,COMM_TRUCK,5.0,1.0,3,1,0,0,2,0
11235,CYCLES,6.0,0.0,2,0,0,0,4,0
11235,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11235,OTHER,53.0,1.0,28,1,4,0,21,0
11235,PASSENGER_VEHICLE,436.0,2.0,143,1,37,0,256,1
11235,PASS_TRUCK,20.0,0.0,7,0,1,0,12,0
11235,SUBURBAN,250.0,1.0,78,0,24,0,148,1
11235,TAXI,4.0,0.0,2,0,0,0,2,0
11236,BUS,32.0,1.0,3,1,1,0,28,0
11236,COMM_TRUCK,29.0,0.0,2,0,0,0,27,0
11236,CYCLES,14.0,2.0,0,0,5,0,9,2
11236,EMERGENCY,5.0,0.0,0,0,0,0,5,0
11236,OTHER,100.0,0.0,43,0,3,0,54,0
11236,PASSENGER_VEHICLE,1038.0,6.0,147,2,32,0,859,4
11236,PASS_TRUCK,54.0,1.0,12,0,2,0,40,1
11236,SUBURBAN,355.0,3.0,54,2,11,0,290,1
11236,TAXI,6.0,0.0,3,0,1,0,2,0
11237,BUS,10.0,1.0,1,1,1,0,8,0
11237,COMM_TRUCK,9.0,0.0,2,0,3,0,4,0
11237,CYCLES,19.0,0.0,6,0,2,0,11,0
11237,EMERGENCY,0.0,0.0,0,0,0,0,0,0
11237,OTHER,146.0,1.0,53,0,22,1,71,0
11237,PASSENGER_VEHICLE,239.0,2.0,52,1,37,0,150,1
11237,PASS_TRUCK,18.0,0.0,8,0,1,0,9,0
11237,SUBURBAN,93.0,0.0,14,0,13,0,66,0
11237,TAXI,21.0,0.0,5,0,4,0,12,0
11238,BUS,16.0,0.0,4,0,3,0,9,0
11238,COMM_TRUCK,16.0,0.0,4,0,4,0,8,0
11238,CYCLES,11.0,0.0,1,0,5,0,5,0
11238,EMERGENCY,5.0,0.0,0,0,0,0,5,0
11238,OTHER,49.0,0.0,22,0,10,0,17,0
11238,PASSENGER_VEHICLE,463.0,1.0,99,1,66,0,297,0
11238,PASS_TRUCK,34.0,0.0,4,0,8,0,22,0
11238,SUBURBAN,223.0,0.0,55,0,33,0,135,0
11238,TAXI,44.0,1.0,9,0,5,1,30,0
11239,BUS,0.0,1.0,0,1,0,0,0,0
11239,COMM_TRUCK,1.0,0.0,0,0,0,0,1,0
11239,CYCLES,5.0,0.0,0,0,0,0,5,0
11239,OTHER,9.0,0.0,6,0,1,0,2,0
11239,PASSENGER_VEHICLE,95.0,1.0,15,1,3,0,77,0
